注文日,注文番号,商品,単価,販売数量,売上金額
2016/1/6,A39790,ABC1061,7168,25,179200
2016/1/6,A27010,ABC1062,9682,23,222686
2016/1/6,A96090,ABC1063,7855,48,377040
2016/1/6,A58635,ABC1064,5756,5,28780
2016/1/6,A35161,ABC1065,2994,84,251496
2016/1/6,A32450,ABC1066,8859,86,761874
2016/1/6,A55557,ABC1067,2526,15,37890
2016/1/6,A7829,ABC1068,3805,79,300595
2016/1/6,A73440,ABC1069,6895,75,517125
2016/1/6,A63559,ABC1070,8520,78,664560
2016/1/6,A70011,ABC1071,3113,44,136972
2016/1/6,A54389,ABC1072,8508,2,17016
2016/1/6,A72572,ABC1073,9599,81,777519
2016/1/6,A7327,ABC1074,1955,41,80155
2016/1/6,A92619,ABC1075,5848,94,549712
2016/1/6,A17909,ABC1076,6178,13,80314
2016/1/6,A58342,ABC1077,8816,29,255664
2016/1/6,A71041,ABC1078,3379,71,239909
2016/1/6,A37780,ABC1079,1839,53,97467
2016/1/6,A10387,ABC1080,8427,74,623598
2016/1/6,A61068,ABC1081,740,62,45880
2016/1/6,A4294,ABC1082,5131,49,251419
2016/1/6,A21970,ABC1083,5773,25,144325
2016/1/6,A10411,ABC1084,7780,91,707980
2016/1/6,A2098,ABC1085,5592,83,464136
2016/1/6,A79277,ABC1086,1514,95,143830
2016/1/6,A76597,ABC1087,9605,62,595510
2016/1/6,A95590,ABC1088,3398,51,173298
2016/1/6,A78526,ABC1089,8197,61,500017
2016/1/6,A83683,ABC1090,2742,100,274200
2016/1/6,A82244,ABC1091,193,95,18335
2016/1/6,A57750,ABC1092,2840,3,8520
2016/1/6,A85287,ABC1093,1196,7,8372
2016/1/6,A58830,ABC1094,486,54,26244
2016/1/6,A91852,ABC1095,3127,20,62540
2016/1/6,A49689,ABC1096,2631,76,199956
2016/1/6,A15343,ABC1097,3544,43,152392
2016/1/6,A61553,ABC1098,6576,59,387984
2016/1/6,A61872,ABC1099,5299,100,529900
2016/1/6,A21924,ABC1100,1420,34,48280
2016/1/7,A87205,ABC1001,422,58,24476
2016/1/7,A7537,ABC1002,2519,97,244343
2016/1/7,A49135,ABC1003,5140,44,226160
2016/1/7,A37448,ABC1004,6253,43,268879
2016/1/7,A56510,ABC1005,4324,55,237820
2016/1/7,A1479,ABC1006,3979,12,47748
2016/1/7,A86356,ABC1007,9409,8,75272
2016/1/7,A64383,ABC1008,101,89,8989
2016/1/7,A4387,ABC1009,6284,33,207372
2016/1/7,A55749,ABC1010,30,54,1620
2016/1/7,A70518,ABC1011,5617,46,258382
2016/1/7,A75811,ABC1012,962,1,962
2016/1/7,A81956,ABC1013,6065,3,18195
2016/1/7,A96978,ABC1014,5016,20,100320
2016/1/7,A16599,ABC1015,7608,97,737976
2016/1/7,A36584,ABC1016,9308,93,865644
2016/1/7,A97533,ABC1017,9215,31,285665
2016/1/7,A75751,ABC1018,8050,93,748650
2016/1/7,A34879,ABC1019,4452,47,209244
2016/1/7,A38521,ABC1020,5498,3,16494
2016/1/7,A95921,ABC1021,8114,71,576094
2016/1/7,A2131,ABC1022,3560,52,185120
2016/1/7,A74203,ABC1023,3942,25,98550
2016/1/7,A21739,ABC1024,5097,99,504603
2016/1/7,A23017,ABC1025,7447,54,402138
2016/1/7,A23662,ABC1026,7067,72,508824
2016/1/7,A96990,ABC1027,4259,26,110734
2016/1/7,A14285,ABC1028,503,6,3018
2016/1/7,A7841,ABC1029,9875,24,237000
2016/1/7,A44316,ABC1030,9600,92,883200
2016/1/7,A10497,ABC1031,4605,21,96705
2016/1/7,A37294,ABC1032,4616,78,360048
2016/1/7,A37440,ABC1033,7086,75,531450
2016/1/7,A83524,ABC1034,650,80,52000
2016/1/7,A66203,ABC1035,84,85,7140
2016/1/7,A28828,ABC1036,5822,38,221236
2016/1/7,A83296,ABC1037,4356,40,174240
2016/1/7,A3837,ABC1038,7429,18,133722
2016/1/7,A36530,ABC1039,1882,82,154324
2016/1/7,A53178,ABC1040,1311,63,82593
2016/1/7,A70024,ABC1041,8311,44,365684
2016/1/7,A97962,ABC1042,9811,94,922234
2016/1/7,A55723,ABC1043,5319,67,356373
2016/1/7,A76951,ABC1044,5758,92,529736
2016/1/7,A99529,ABC1045,1181,64,75584
2016/1/7,A36190,ABC1046,1484,41,60844
2016/1/7,A40213,ABC1047,5018,49,245882
2016/1/7,A58884,ABC1048,9870,67,661290
2016/1/7,A67025,ABC1049,4869,14,68166
2016/1/7,A77582,ABC1050,3467,27,93609
2016/1/7,A37843,ABC1051,1711,72,123192
2016/1/7,A31530,ABC1052,2010,9,18090
2016/1/7,A39618,ABC1053,1844,35,64540
2016/1/7,A63648,ABC1054,3284,15,49260
2016/1/7,A66354,ABC1055,8432,59,497488
2016/1/7,A53181,ABC1056,6360,55,349800
2016/1/7,A92851,ABC1057,2157,85,183345
2016/1/7,A20658,ABC1058,9178,30,275340
2016/1/7,A15790,ABC1059,5252,95,498940
2016/1/7,A20129,ABC1060,1982,54,107028
2016/1/7,A80758,ABC1061,7168,70,501760
2016/1/7,A31840,ABC1062,9682,88,852016
2016/1/7,A19065,ABC1063,7855,42,329910
2016/1/7,A23987,ABC1064,5756,46,264776
2016/1/7,A91903,ABC1065,2994,24,71856
2016/1/7,A10841,ABC1066,8859,1,8859
2016/1/7,A26763,ABC1067,2526,26,65676
2016/1/7,A98301,ABC1068,3805,46,175030
2016/1/7,A47102,ABC1069,6895,35,241325
2016/1/7,A93519,ABC1070,8520,68,579360
2016/1/7,A87599,ABC1071,3113,54,168102
2016/1/7,A22092,ABC1072,8508,3,25524
2016/1/7,A63853,ABC1073,9599,47,451153
2016/1/7,A15040,ABC1074,1955,95,185725
2016/1/7,A5644,ABC1075,5848,48,280704
2016/1/7,A53162,ABC1076,6178,32,197696
2016/1/7,A88960,ABC1077,8816,95,837520
2016/1/7,A70344,ABC1078,3379,27,91233
2016/1/7,A58389,ABC1079,1839,82,150798
2016/1/7,A4346,ABC1080,8427,91,766857
2016/1/7,A56877,ABC1081,740,68,50320
2016/1/7,A67308,ABC1082,5131,14,71834
2016/1/7,A83158,ABC1083,5773,93,536889
2016/1/7,A84172,ABC1084,7780,41,318980
2016/1/7,A67899,ABC1085,5592,88,492096
2016/1/7,A13996,ABC1086,1514,44,66616
2016/1/7,A43623,ABC1087,9605,56,537880
2016/1/7,A40658,ABC1088,3398,35,118930
2016/1/7,A17124,ABC1089,8197,46,377062
2016/1/7,A85879,ABC1090,2742,12,32904
2016/1/7,A39032,ABC1091,193,82,15826
2016/1/7,A31150,ABC1092,2840,43,122120
2016/1/7,A37652,ABC1093,1196,27,32292
2016/1/7,A39835,ABC1094,486,40,19440
2016/1/7,A45624,ABC1095,3127,69,215763
2016/1/7,A97255,ABC1096,2631,95,249945
2016/1/7,A49220,ABC1097,3544,90,318960
2016/1/7,A82621,ABC1098,6576,71,466896
2016/1/7,A55162,ABC1099,5299,6,31794
2016/1/7,A76255,ABC1100,1420,33,46860
2016/1/8,A53905,ABC1001,422,72,30384
2016/1/8,A77088,ABC1002,2519,54,136026
2016/1/8,A84023,ABC1003,5140,65,334100
2016/1/8,A2302,ABC1004,6253,41,256373
2016/1/8,A39505,ABC1005,4324,67,289708
2016/1/8,A32199,ABC1006,3979,98,389942
2016/1/8,A31894,ABC1007,9409,74,696266
2016/1/8,A4988,ABC1008,101,36,3636
2016/1/8,A69767,ABC1009,6284,79,496436
2016/1/8,A8211,ABC1010,30,99,2970
2016/1/8,A16294,ABC1011,5617,75,421275
2016/1/8,A94315,ABC1012,962,64,61568
2016/1/8,A19815,ABC1013,6065,44,266860
2016/1/8,A54928,ABC1014,5016,73,366168
2016/1/8,A38906,ABC1015,7608,98,745584
2016/1/8,A98338,ABC1016,9308,32,297856
2016/1/8,A63516,ABC1017,9215,43,396245
2016/1/8,A99601,ABC1018,8050,31,249550
2016/1/8,A19067,ABC1019,4452,15,66780
2016/1/8,A62125,ABC1020,5498,46,252908
2016/1/8,A25657,ABC1021,8114,69,559866
2016/1/8,A69170,ABC1022,3560,41,145960
2016/1/8,A65067,ABC1023,3942,76,299592
2016/1/8,A92801,ABC1024,5097,55,280335
2016/1/8,A98365,ABC1025,7447,50,372350
2016/1/8,A11661,ABC1026,7067,16,113072
2016/1/8,A40877,ABC1027,4259,64,272576
2016/1/8,A68276,ABC1028,503,2,1006
2016/1/8,A93035,ABC1029,9875,31,306125
2016/1/8,A47584,ABC1030,9600,59,566400
2016/1/8,A66805,ABC1031,4605,2,9210
2016/1/8,A2349,ABC1032,4616,97,447752
2016/1/8,A42254,ABC1033,7086,42,297612
2016/1/8,A54982,ABC1034,650,11,7150
2016/1/8,A99293,ABC1035,84,88,7392
2016/1/8,A85752,ABC1036,5822,88,512336
2016/1/8,A53776,ABC1037,4356,53,230868
2016/1/8,A10582,ABC1038,7429,92,683468
2016/1/8,A87499,ABC1039,1882,66,124212
2016/1/8,A81352,ABC1040,1311,9,11799
2016/1/8,A20592,ABC1041,8311,31,257641
2016/1/8,A13429,ABC1042,9811,79,775069
2016/1/8,A9307,ABC1043,5319,18,95742
2016/1/8,A34727,ABC1044,5758,18,103644
2016/1/8,A45642,ABC1045,1181,88,103928
2016/1/8,A20924,ABC1046,1484,70,103880
2016/1/8,A28484,ABC1047,5018,20,100360
2016/1/8,A55808,ABC1048,9870,81,799470
2016/1/8,A27058,ABC1049,4869,83,404127
2016/1/8,A63505,ABC1050,3467,66,228822
2016/1/8,A69841,ABC1051,1711,73,124903
2016/1/8,A17934,ABC1052,2010,42,84420
2016/1/8,A42824,ABC1053,1844,47,86668
2016/1/8,A71545,ABC1054,3284,68,223312
2016/1/8,A16074,ABC1055,8432,53,446896
2016/1/8,A57536,ABC1056,6360,54,343440
2016/1/8,A61454,ABC1057,2157,53,114321
2016/1/8,A61532,ABC1058,9178,72,660816
2016/1/8,A71606,ABC1059,5252,87,456924
2016/1/8,A70259,ABC1060,1982,56,110992
2016/1/8,A15055,ABC1061,7168,0,0
2016/1/8,A40824,ABC1062,9682,45,435690
2016/1/8,A27460,ABC1063,7855,43,337765
2016/1/8,A12521,ABC1064,5756,85,489260
2016/1/8,A29274,ABC1065,2994,99,296406
2016/1/8,A6998,ABC1066,8859,73,646707
2016/1/8,A15317,ABC1067,2526,61,154086
2016/1/8,A11693,ABC1068,3805,47,178835
2016/1/8,A15846,ABC1069,6895,48,330960
2016/1/8,A85372,ABC1070,8520,6,51120
2016/1/8,A99573,ABC1071,3113,84,261492
2016/1/8,A8048,ABC1072,8508,93,791244
2016/1/8,A19616,ABC1073,9599,29,278371
2016/1/8,A82209,ABC1074,1955,65,127075
2016/1/8,A76275,ABC1075,5848,41,239768
2016/1/8,A12552,ABC1076,6178,35,216230
2016/1/8,A31858,ABC1077,8816,46,405536
2016/1/8,A73730,ABC1078,3379,17,57443
2016/1/8,A19584,ABC1079,1839,90,165510
2016/1/8,A95219,ABC1080,8427,40,337080
2016/1/8,A58137,ABC1081,740,60,44400
2016/1/8,A41728,ABC1082,5131,2,10262
2016/1/8,A91495,ABC1083,5773,97,559981
2016/1/8,A13629,ABC1084,7780,45,350100
2016/1/8,A78892,ABC1085,5592,30,167760
2016/1/8,A95906,ABC1086,1514,29,43906
2016/1/8,A51232,ABC1087,9605,96,922080
2016/1/8,A64870,ABC1088,3398,30,101940
2016/1/8,A76912,ABC1089,8197,9,73773
2016/1/8,A41832,ABC1090,2742,15,41130
2016/1/8,A77503,ABC1091,193,70,13510
2016/1/8,A7502,ABC1092,2840,83,235720
2016/1/8,A57856,ABC1093,1196,45,53820
2016/1/8,A93325,ABC1094,486,4,1944
2016/1/8,A32783,ABC1095,3127,43,134461
2016/1/8,A55006,ABC1096,2631,40,105240
2016/1/8,A7811,ABC1097,3544,84,297696
2016/1/8,A73442,ABC1098,6576,43,282768
2016/1/8,A72678,ABC1099,5299,20,105980
2016/1/8,A9548,ABC1100,1420,24,34080
2016/1/9,A73435,ABC1001,422,26,10972
2016/1/9,A27651,ABC1002,2519,25,62975
2016/1/9,A37329,ABC1003,5140,5,25700
2016/1/9,A1904,ABC1004,6253,31,193843
2016/1/9,A52983,ABC1005,4324,48,207552
2016/1/9,A65057,ABC1006,3979,51,202929
2016/1/9,A30850,ABC1007,9409,90,846810
2016/1/9,A62948,ABC1008,101,97,9797
2016/1/9,A59493,ABC1009,6284,70,439880
2016/1/9,A35097,ABC1010,30,54,1620
2016/1/9,A66380,ABC1011,5617,21,117957
2016/1/9,A78944,ABC1012,962,75,72150
2016/1/9,A5732,ABC1013,6065,49,297185
2016/1/9,A81170,ABC1014,5016,4,20064
2016/1/9,A19768,ABC1015,7608,36,273888
2016/1/9,A53818,ABC1016,9308,100,930800
2016/1/9,A86195,ABC1017,9215,99,912285
2016/1/9,A22111,ABC1018,8050,43,346150
2016/1/9,A99459,ABC1019,4452,43,191436
2016/1/9,A37736,ABC1020,5498,48,263904
2016/1/9,A2010,ABC1021,8114,9,73026
2016/1/9,A72291,ABC1022,3560,28,99680
2016/1/9,A61520,ABC1023,3942,42,165564
2016/1/9,A14658,ABC1024,5097,17,86649
2016/1/9,A52423,ABC1025,7447,91,677677
2016/1/9,A83159,ABC1026,7067,12,84804
2016/1/9,A90859,ABC1027,4259,38,161842
2016/1/9,A47412,ABC1028,503,29,14587
2016/1/9,A95038,ABC1029,9875,26,256750
2016/1/9,A97279,ABC1030,9600,20,192000
2016/1/9,A49811,ABC1031,4605,63,290115
2016/1/9,A61421,ABC1032,4616,47,216952
2016/1/9,A78318,ABC1033,7086,76,538536
2016/1/9,A10936,ABC1034,650,9,5850
2016/1/9,A26025,ABC1035,84,70,5880
2016/1/9,A26146,ABC1036,5822,100,582200
2016/1/9,A32812,ABC1037,4356,11,47916
2016/1/9,A49835,ABC1038,7429,6,44574
2016/1/9,A5950,ABC1039,1882,25,47050
2016/1/9,A33167,ABC1040,1311,93,121923
2016/1/9,A36950,ABC1041,8311,79,656569
2016/1/9,A9250,ABC1042,9811,26,255086
2016/1/9,A47597,ABC1043,5319,45,239355
2016/1/9,A28417,ABC1044,5758,15,86370
2016/1/9,A83144,ABC1045,1181,77,90937
2016/1/9,A19214,ABC1046,1484,67,99428
2016/1/9,A87101,ABC1047,5018,7,35126
2016/1/9,A10497,ABC1048,9870,58,572460
2016/1/9,A66105,ABC1049,4869,85,413865
2016/1/9,A93174,ABC1050,3467,4,13868
2016/1/9,A99224,ABC1051,1711,26,44486
2016/1/9,A37412,ABC1052,2010,40,80400
2016/1/9,A60783,ABC1053,1844,82,151208
2016/1/9,A12263,ABC1054,3284,54,177336
2016/1/9,A84809,ABC1055,8432,34,286688
2016/1/9,A76788,ABC1056,6360,42,267120
2016/1/9,A73340,ABC1057,2157,20,43140
2016/1/9,A87838,ABC1058,9178,91,835198
2016/1/9,A61156,ABC1059,5252,29,152308
2016/1/9,A23487,ABC1060,1982,99,196218
2016/1/9,A74603,ABC1061,7168,41,293888
2016/1/9,A70079,ABC1062,9682,44,426008
2016/1/9,A58284,ABC1063,7855,96,754080
2016/1/9,A28533,ABC1064,5756,10,57560
2016/1/9,A87120,ABC1065,2994,100,299400
2016/1/9,A38308,ABC1066,8859,24,212616
2016/1/9,A76917,ABC1067,2526,3,7578
2016/1/9,A23914,ABC1068,3805,71,270155
2016/1/9,A30848,ABC1069,6895,35,241325
2016/1/9,A1048,ABC1070,8520,44,374880
2016/1/9,A79030,ABC1071,3113,39,121407
2016/1/9,A36207,ABC1072,8508,29,246732
2016/1/9,A74122,ABC1073,9599,39,374361
2016/1/9,A69963,ABC1074,1955,26,50830
2016/1/9,A66472,ABC1075,5848,79,461992
2016/1/9,A39292,ABC1076,6178,25,154450
2016/1/9,A73986,ABC1077,8816,78,687648
2016/1/9,A69319,ABC1078,3379,9,30411
2016/1/9,A26042,ABC1079,1839,62,114018
2016/1/9,A61532,ABC1080,8427,82,691014
2016/1/9,A72018,ABC1081,740,98,72520
2016/1/9,A86174,ABC1082,5131,67,343777
2016/1/9,A7397,ABC1083,5773,53,305969
2016/1/9,A61491,ABC1084,7780,32,248960
2016/1/9,A63605,ABC1085,5592,25,139800
2016/1/9,A98098,ABC1086,1514,41,62074
2016/1/9,A26206,ABC1087,9605,24,230520
2016/1/9,A46509,ABC1088,3398,53,180094
2016/1/9,A76741,ABC1089,8197,68,557396
2016/1/9,A95722,ABC1090,2742,66,180972
2016/1/9,A11670,ABC1091,193,93,17949
2016/1/9,A45579,ABC1092,2840,92,261280
2016/1/9,A99778,ABC1093,1196,69,82524
2016/1/9,A55491,ABC1094,486,68,33048
2016/1/9,A5709,ABC1095,3127,55,171985
2016/1/9,A74526,ABC1096,2631,11,28941
2016/1/9,A69784,ABC1097,3544,84,297696
2016/1/9,A42059,ABC1098,6576,61,401136
2016/1/9,A17057,ABC1099,5299,49,259651
2016/1/9,A61447,ABC1100,1420,11,15620
2016/1/10,A59947,ABC1001,422,81,34182
2016/1/10,A75967,ABC1002,2519,67,168773
2016/1/10,A27716,ABC1003,5140,21,107940
2016/1/10,A45912,ABC1004,6253,1,6253
2016/1/10,A91826,ABC1005,4324,72,311328
2016/1/10,A54130,ABC1006,3979,88,350152
2016/1/10,A17964,ABC1007,9409,88,827992
2016/1/10,A22053,ABC1008,101,16,1616
2016/1/10,A22868,ABC1009,6284,28,175952
2016/1/10,A48460,ABC1010,30,72,2160
2016/1/10,A5807,ABC1011,5617,51,286467
2016/1/10,A5291,ABC1012,962,17,16354
2016/1/10,A62358,ABC1013,6065,96,582240
2016/1/10,A86143,ABC1014,5016,41,205656
2016/1/10,A33515,ABC1015,7608,37,281496
2016/1/10,A22008,ABC1016,9308,50,465400
2016/1/10,A16006,ABC1017,9215,75,691125
2016/1/10,A54495,ABC1018,8050,76,611800
2016/1/10,A87842,ABC1019,4452,52,231504
2016/1/10,A31118,ABC1020,5498,66,362868
2016/1/10,A31760,ABC1021,8114,35,283990
2016/1/10,A91486,ABC1022,3560,67,238520
2016/1/10,A78709,ABC1023,3942,96,378432
2016/1/10,A97856,ABC1024,5097,18,91746
2016/1/10,A74755,ABC1025,7447,15,111705
2016/1/10,A52252,ABC1026,7067,86,607762
2016/1/10,A88695,ABC1027,4259,96,408864
2016/1/10,A17075,ABC1028,503,21,10563
2016/1/10,A98992,ABC1029,9875,48,474000
2016/1/10,A54537,ABC1030,9600,6,57600
2016/1/10,A61082,ABC1031,4605,4,18420
2016/1/10,A17077,ABC1032,4616,85,392360
2016/1/10,A13370,ABC1033,7086,20,141720
2016/1/10,A36321,ABC1034,650,99,64350
2016/1/10,A11611,ABC1035,84,45,3780
2016/1/10,A88752,ABC1036,5822,30,174660
2016/1/10,A30279,ABC1037,4356,10,43560
2016/1/10,A75657,ABC1038,7429,12,89148
2016/1/10,A92064,ABC1039,1882,25,47050
2016/1/10,A14461,ABC1040,1311,21,27531
2016/1/10,A41658,ABC1041,8311,48,398928
2016/1/10,A76308,ABC1042,9811,80,784880
2016/1/10,A18686,ABC1043,5319,59,313821
2016/1/10,A95118,ABC1044,5758,55,316690
2016/1/10,A89608,ABC1045,1181,79,93299
2016/1/10,A95745,ABC1046,1484,41,60844
2016/1/10,A27303,ABC1047,5018,64,321152
2016/1/10,A87166,ABC1048,9870,54,532980
2016/1/10,A4553,ABC1049,4869,14,68166
2016/1/10,A45420,ABC1050,3467,90,312030
2016/1/10,A43446,ABC1051,1711,99,169389
2016/1/10,A15859,ABC1052,2010,71,142710
2016/1/10,A51992,ABC1053,1844,95,175180
2016/1/10,A7864,ABC1054,3284,55,180620
2016/1/10,A32027,ABC1055,8432,37,311984
2016/1/10,A76980,ABC1056,6360,42,267120
2016/1/10,A43410,ABC1057,2157,72,155304
2016/1/10,A70162,ABC1058,9178,65,596570
2016/1/10,A18957,ABC1059,5252,40,210080
2016/1/10,A4716,ABC1060,1982,28,55496
2016/1/10,A36711,ABC1061,7168,2,14336
2016/1/10,A17116,ABC1062,9682,2,19364
2016/1/10,A11928,ABC1063,7855,38,298490
2016/1/10,A68077,ABC1064,5756,45,259020
2016/1/10,A67647,ABC1065,2994,37,110778
2016/1/10,A44055,ABC1066,8859,77,682143
2016/1/10,A38100,ABC1067,2526,42,106092
2016/1/10,A76905,ABC1068,3805,79,300595
2016/1/10,A72956,ABC1069,6895,45,310275
2016/1/10,A70132,ABC1070,8520,42,357840
2016/1/10,A81551,ABC1071,3113,97,301961
2016/1/10,A45796,ABC1072,8508,71,604068
2016/1/10,A54539,ABC1073,9599,79,758321
2016/1/10,A34502,ABC1074,1955,54,105570
2016/1/10,A2196,ABC1075,5848,53,309944
2016/1/10,A58530,ABC1076,6178,82,506596
2016/1/10,A83848,ABC1077,8816,41,361456
2016/1/10,A85964,ABC1078,3379,19,64201
2016/1/10,A15914,ABC1079,1839,49,90111
2016/1/10,A50300,ABC1080,8427,71,598317
2016/1/10,A59966,ABC1081,740,98,72520
2016/1/10,A34525,ABC1082,5131,47,241157
2016/1/10,A6011,ABC1083,5773,93,536889
2016/1/10,A7884,ABC1084,7780,7,54460
2016/1/10,A29080,ABC1085,5592,29,162168
2016/1/10,A76375,ABC1086,1514,44,66616
2016/1/10,A39666,ABC1087,9605,74,710770
2016/1/10,A25578,ABC1088,3398,40,135920
2016/1/10,A72091,ABC1089,8197,92,754124
2016/1/10,A98670,ABC1090,2742,24,65808
2016/1/10,A40758,ABC1091,193,66,12738
2016/1/10,A76307,ABC1092,2840,47,133480
2016/1/10,A28977,ABC1093,1196,41,49036
2016/1/10,A55676,ABC1094,486,27,13122
2016/1/10,A84577,ABC1095,3127,86,268922
2016/1/10,A63126,ABC1096,2631,8,21048
2016/1/10,A28221,ABC1097,3544,62,219728
2016/1/10,A17853,ABC1098,6576,76,499776
2016/1/10,A86339,ABC1099,5299,50,264950
2016/1/10,A78274,ABC1100,1420,13,18460
2016/1/11,A74046,ABC1001,422,52,21944
2016/1/11,A98417,ABC1002,2519,71,178849
2016/1/11,A13222,ABC1003,5140,84,431760
2016/1/11,A99747,ABC1004,6253,14,87542
2016/1/11,A27068,ABC1005,4324,47,203228
2016/1/11,A34244,ABC1006,3979,68,270572
2016/1/11,A21443,ABC1007,9409,1,9409
2016/1/11,A27716,ABC1008,101,31,3131
2016/1/11,A94023,ABC1009,6284,53,333052
2016/1/11,A29856,ABC1010,30,99,2970
2016/1/11,A71002,ABC1011,5617,8,44936
2016/1/11,A21747,ABC1012,962,39,37518
2016/1/11,A13898,ABC1013,6065,49,297185
2016/1/11,A49448,ABC1014,5016,26,130416
2016/1/11,A73418,ABC1015,7608,46,349968
2016/1/11,A23189,ABC1016,9308,47,437476
2016/1/11,A76549,ABC1017,9215,42,387030
2016/1/11,A40177,ABC1018,8050,46,370300
2016/1/11,A58132,ABC1019,4452,54,240408
2016/1/11,A53049,ABC1020,5498,7,38486
2016/1/11,A66031,ABC1021,8114,35,283990
2016/1/11,A10952,ABC1022,3560,30,106800
2016/1/11,A65582,ABC1023,3942,21,82782
2016/1/11,A78361,ABC1024,5097,55,280335
2016/1/11,A91902,ABC1025,7447,15,111705
2016/1/11,A57812,ABC1026,7067,20,141340
2016/1/11,A17390,ABC1027,4259,29,123511
2016/1/11,A71120,ABC1028,503,59,29677
2016/1/11,A75887,ABC1029,9875,17,167875
2016/1/11,A69825,ABC1030,9600,23,220800
2016/1/11,A95788,ABC1031,4605,67,308535
2016/1/11,A82741,ABC1032,4616,75,346200
2016/1/11,A59590,ABC1033,7086,44,311784
2016/1/11,A107,ABC1034,650,52,33800
2016/1/11,A12210,ABC1035,84,49,4116
2016/1/11,A71731,ABC1036,5822,29,168838
2016/1/11,A60532,ABC1037,4356,98,426888
2016/1/11,A44036,ABC1038,7429,58,430882
2016/1/11,A84957,ABC1039,1882,35,65870
2016/1/11,A6381,ABC1040,1311,94,123234
2016/1/11,A307,ABC1041,8311,71,590081
2016/1/11,A83293,ABC1042,9811,35,343385
2016/1/11,A82927,ABC1043,5319,68,361692
2016/1/11,A77098,ABC1044,5758,86,495188
2016/1/11,A29833,ABC1045,1181,4,4724
2016/1/11,A80266,ABC1046,1484,59,87556
2016/1/11,A97703,ABC1047,5018,28,140504
2016/1/11,A35404,ABC1048,9870,26,256620
2016/1/11,A96596,ABC1049,4869,92,447948
2016/1/11,A54855,ABC1050,3467,97,336299
2016/1/11,A82069,ABC1051,1711,23,39353
2016/1/11,A11243,ABC1052,2010,34,68340
2016/1/11,A50236,ABC1053,1844,33,60852
2016/1/11,A8003,ABC1054,3284,72,236448
2016/1/11,A70056,ABC1055,8432,57,480624
2016/1/11,A15457,ABC1056,6360,20,127200
2016/1/11,A17056,ABC1057,2157,94,202758
2016/1/11,A1028,ABC1058,9178,94,862732
2016/1/11,A33266,ABC1059,5252,41,215332
2016/1/11,A65765,ABC1060,1982,72,142704
2016/1/11,A86279,ABC1061,7168,25,179200
2016/1/11,A3074,ABC1062,9682,29,280778
2016/1/11,A63488,ABC1063,7855,98,769790
2016/1/11,A82368,ABC1064,5756,62,356872
2016/1/11,A14522,ABC1065,2994,83,248502
2016/1/11,A40470,ABC1066,8859,30,265770
2016/1/11,A12738,ABC1067,2526,15,37890
2016/1/11,A68604,ABC1068,3805,62,235910
2016/1/11,A79521,ABC1069,6895,18,124110
2016/1/11,A25202,ABC1070,8520,94,800880
2016/1/11,A66572,ABC1071,3113,35,108955
2016/1/11,A40423,ABC1072,8508,64,544512
2016/1/11,A27447,ABC1073,9599,40,383960
2016/1/11,A1333,ABC1074,1955,54,105570
2016/1/11,A14239,ABC1075,5848,66,385968
2016/1/11,A42684,ABC1076,6178,2,12356
2016/1/11,A21232,ABC1077,8816,76,670016
2016/1/11,A55600,ABC1078,3379,78,263562
2016/1/11,A89987,ABC1079,1839,52,95628
2016/1/11,A34925,ABC1080,8427,80,674160
2016/1/11,A79091,ABC1081,740,20,14800
2016/1/11,A88830,ABC1082,5131,21,107751
2016/1/11,A47196,ABC1083,5773,6,34638
2016/1/11,A51643,ABC1084,7780,48,373440
2016/1/11,A51576,ABC1085,5592,59,329928
2016/1/11,A2380,ABC1086,1514,25,37850
2016/1/11,A50631,ABC1087,9605,63,605115
2016/1/11,A57782,ABC1088,3398,92,312616
2016/1/11,A8265,ABC1089,8197,32,262304
2016/1/11,A18111,ABC1090,2742,46,126132
2016/1/11,A61725,ABC1091,193,92,17756
2016/1/11,A30106,ABC1092,2840,45,127800
2016/1/11,A4523,ABC1093,1196,41,49036
2016/1/11,A36519,ABC1094,486,20,9720
2016/1/11,A30248,ABC1095,3127,65,203255
2016/1/11,A7386,ABC1096,2631,12,31572
2016/1/11,A62442,ABC1097,3544,33,116952
2016/1/11,A80777,ABC1098,6576,12,78912
2016/1/11,A95037,ABC1099,5299,96,508704
2016/1/11,A76255,ABC1100,1420,100,142000
2016/1/12,A62455,ABC1001,422,50,21100
2016/1/12,A22387,ABC1002,2519,31,78089
2016/1/12,A44604,ABC1003,5140,11,56540
2016/1/12,A84910,ABC1004,6253,76,475228
2016/1/12,A62126,ABC1005,4324,17,73508
2016/1/12,A3597,ABC1006,3979,20,79580
2016/1/12,A19186,ABC1007,9409,5,47045
2016/1/12,A63255,ABC1008,101,45,4545
2016/1/12,A32994,ABC1009,6284,68,427312
2016/1/12,A7184,ABC1010,30,93,2790
2016/1/12,A32651,ABC1011,5617,15,84255
2016/1/12,A78798,ABC1012,962,92,88504
2016/1/12,A6861,ABC1013,6065,76,460940
2016/1/12,A60467,ABC1014,5016,4,20064
2016/1/12,A86602,ABC1015,7608,89,677112
2016/1/12,A9044,ABC1016,9308,85,791180
2016/1/12,A29237,ABC1017,9215,30,276450
2016/1/12,A52983,ABC1018,8050,0,0
2016/1/12,A15609,ABC1019,4452,22,97944
2016/1/12,A23837,ABC1020,5498,88,483824
2016/1/12,A20721,ABC1021,8114,35,283990
